#;$id;libellé SEDA 2;libellé anglais
;;mgm;Mambae
;;sly;Selayar
;;bmf;Bom
;;syk;Sukur
;;tbb;Tapeba
;;wls;Wallisian
;;vbk;Southwestern Bontok
;;afs;Afro-Seminole Creole
;;hif;Fiji Hindi
;;mfl;Putai
;;nxe;Nage
;;cbn;Nyahkur
;;cmg;Classical Mongolian
;;nfu;Mfumte
;;cbu;Candoshi-Shapra
;;ltz;Luxembourgish
;;zab;San Juan Guelavía Zapotec
;;uta;Otank
;;tln;Talondo'
;;lts;Tachoni
;;one;Oneida
;;cjy;Jinyu Chinese
;;mvi;Miyako
;;lih;Lihir
;;ish;Esan
;;xkn;Kayan River Kayan
;;twg;Tereweng
;;sna;Shona
;;bil;Bile
;;yip;Pholo
;;tid;Tidong
;;pss;Kaulong
;;thz;Tayart Tamajeq
;;kge;Komering
;;nbo;Nkukoli
;;yuk;Yuki
;;dof;Domu
;;mkm;Moklen
;;bko;Kwa'
;;ndn;Ngundi
;;gdx;Godwari
;;kid;Koshin
;;kuc;Kwinsu
;;gnb;Gangte
;;kpc;Curripaco
;;mfc;Mba
;;aty;Aneityum
;;eth;Ethiopian Sign Language
;;hrr;Horuru
;;yec;Yeniche
;;bex;Jur Modo
;;zkr;Zakhring
;;lui;Luiseno
;;lma;East Limba
;;trt;Tunggare
;;yiu;Awu
;;usu;Uya
;;hti;Hoti
;;ptv;Port Vato
;;cnw;Ngawn Chin
;;usa;Usarufa
;;dwa;Diri
;;ush;Ushojo
;;net;Nete
;;ilk;Ilongot
;;bjw;Bakwé
;;liv;Liv
;;mdd;Mbum
;;zlq;Liuqian Zhuang
;;syr;Syriac
;;flh;Foau
;;let;Lesing-Gelimi
;;bgi;Giangan
;;aan;Anambé
;;twb;Western Tawbuid
;;lio;Liki
;;tuz;Turka
;;urc;Urningangg
;;psh;Southwest Pashayi
;;sur;Mwaghavul
;;csf;Cuba Sign Language
;;kxm;Northern Khmer
;;mxq;Juquila Mixe
;;dar;Dargwa
;;kpw;Kobon
;;awn;Awngi
;;xir;Xiriâna
;;tng;Tobanga
;;ljp;Lampung Api
;;wkd;Wakde
;;pkg;Pak-Tong
;;iku;Inuktitut
;;lke;Kenyi
;;inz;Ineseño
;;kcd;Ngkâlmpw Kanum
;;muh;Mündü
;;slj;Salumá
;;coc;Cocopa
;;kpu;Kafoa
;;pif;Pingelapese
;;bpn;Dzao Min
;;khy;Kele (Democratic Republic of Congo)
;;mlb;Mbule
;;yeu;Yerukula
;;niy;Ngiti
;;hmj;Ge
;;grh;Gbiri-Niragu
;;rgk;Rangkas
;;anv;Denya
;;kjb;Q'anjob'al
;;aya;Awar
;;clh;Chilisso
;;uiv;Iyive
;;cgg;Chiga
;;ldq;Lufu
;;zkk;Karankawa
;;sep;Sìcìté Sénoufo
;;tbu;Tubar
;;bql;Bilakura
;;bvf;Boor
;;ght;Kutang Ghale
;;ruy;Mala (Nigeria)
;;qvj;Loja Highland Quichua
;;tev;Teor
;;onb;Lingao
;;mpa;Mpoto
;;nkm;Namat
;;mee;Mengen
;;wil;Wilawila
;;sao;Sause
;;bqq;Biritai
;;hor;Horo
;;msn;Vurës
;;gaq;Gata'
;;emu;Eastern Muria
;;nkb;Khoibu Naga
;;rir;Ribun
;;cco;Comaltepec Chinantec
;;tel;Telugu
;;ley;Lemolang
;;mvp;Duri
;;ggd;Gugadj
;;zpm;Mixtepec Zapotec
;;sjm;Mapun
;;bap;Bantawa
;;swr;Saweru
;;fse;Finnish Sign Language
;;agb;Legbo
;;zal;Zauzou
;;cbv;Cacua
;;mna;Mbula
;;vms;Moksela
;;pnm;Punan Batu 1
;;nem;Nemi
;;myk;Mamara Senoufo
;;hss;Harsusi
;;stv;Silt'e
;;kuo;Kumukio
;;dtr;Lotud
;;arz;Egyptian Arabic
;;tgn;Tandaganon
;;ckz;Cakchiquel-Quiché Mixed Language
;;spx;South Picene
;;wng;Wanggom
;;bpa;Dakaka
;;duw;Dusun Witu
;;sza;Semelai
;;ymo;Yangum Mon
;;tec;Terik
;;avs;Aushiri
;;hem;Hemba
;;nuc;Nukuini
;;bqh;Baima
;;nxu;Narau
;;ned;Nde-Gbite
;;whu;Wahau Kayan
;;knv;Tabo
;;vsl;Venezuelan Sign Language
;;dak;Dakota
;;cpb;Ucayali-Yurúa Ashéninka
;;byp;Bumaji
;;zko;Kott
;;mou;Mogum
;;inp;Iñapari
;;gey;Enya
;;oyb;Oy
;;ndu;Dugun
;;djr;Djambarrpuyngu
;;zoo;Asunción Mixtepec Zapotec
;;kgr;Abun
;;lce;Loncong
;;mwh;Mouk-Aria
;;akr;Araki
;;ksj;Uare
;;urt;Urat
;;bnq;Bantik
;;aph;Athpariya
;;huj;Northern Guiyang Hmong
;;puj;Punan Tubu
;;dul;Alabat Island Agta
;;snq;Sangu (Gabon)
;;iff;Ifo
;;zyp;Zyphe
;;mtq;Muong
;;dro;Daro-Matu Melanau
;;syw;Kagate
;;ffi;Foia Foia
;;emg;Eastern Meohang
;;zpg;Guevea De Humboldt Zapotec
;;gdh;Gadjerawang
;;gpa;Gupa-Abawa
;;sho;Shanga
;;nrg;Narango
;;dks;Southeastern Dinka
;;tcn;Tichurong
;;blx;Mag-Indi Ayta
;;mht;Mandahuaca
;;wgo;Waigeo
;;qwa;Corongo Ancash Quechua
;;esh;Eshtehardi
;;huq;Tsat
;;meg;Mea
;;jmd;Yamdena
;;bsx;Yangkam
;;lvu;Levuka
;;que;Quechua
;;dhs;Dhaiso
;;rmv;Romanova
;;sva;Svan
;;lbq;Wampar
;;tar;Central Tarahumara
;;mbc;Macushi
;;tgu;Tanggu
;;bsq;Bassa
;;yue;Yue Chinese
;;ase;American Sign Language
;;kvs;Kunggara
;;dma;Duma
;;bsj;Bangwinji
;;aps;Arop-Sissano
;;zmy;Mariyedi
;;kfy;Kumaoni
;;tdy;Tadyawan
;;cnx;Middle Cornish
;;kld;Gamilaraay
;;wba;Warao
;;dgc;Casiguran Dumagat Agta
;;mig;San Miguel El Grande Mixtec
;;crr;Carolina Algonquian
;;ifm;Teke-Fuumu
;;xta;Alcozauca Mixtec
;;adj;Adioukrou
;;qxc;Chincha Quechua
;;bnx;Bangubangu
;;dry;Darai
;;itw;Ito
;;ngp;Ngulu
;;pee;Taje
;;amr;Amarakaeri
;;mey;Hassaniyya
;;mjl;Mandeali
;;aom;Ömie
;;xkc;Kho'ini
;;kuy;Kuuku-Ya'u
;;nni;North Nuaulu
;;gud;Yocoboué Dida
;;tdg;Western Tamang
;;brz;Bilbil
;;oco;Old Cornish
;;bzo;Bozaba
;;xtt;Tacahua Mixtec
;;mtf;Murik (Papua New Guinea)
;;pon;Pohnpeian
;;giw;White Gelao
;;mxl;Maxi Gbe
;;ems;Pacific Gulf Yupik
;;lbc;Lakkia
;;caw;Callawalla
;;kxw;Konai
;;gwx;Gua
;;vko;Kodeoha
;;agu;Aguacateco
;;pbr;Pangwa
;;hnj;Hmong Njua
;;lix;Liabuku
;;ndg;Ndengereko
;;skc;Sauk
;;nhf;Nhuwala
;;acv;Achumawi
;;kog;Cogui
;;kva;Bagvalal
;;noe;Nimadi
;;brl;Birwa
;;pos;Sayula Popoluca
;;nyp;Nyang'i
;;gbj;Bodo Gadaba
;;hao;Hakö
;;hwo;Hwana
;;iml;Miluk
;;guz;Gusii
;;anx;Andra-Hus
;;mps;Dadibi
;;tgk;Tajik
;;mtv;Asaro'o
;;krw;Western Krahn
;;noq;Ngongo
;;lbz;Lardil
;;xpo;Pochutec
;;wbp;Warlpiri
;;nes;Bhoti Kinnauri
;;afb;Gulf Arabic
;;umg;Umbuygamu
;;afo;Eloyi
;;glj;Gula Iro
;;tjm;Timucua
;;krv;Kavet
;;tdr;Todrah
;;plv;Southwest Palawano
;;lki;Laki
;;xma;Mushungulu
;;pgy;Pongyong
;;xxk;Ke'o
;;nkp;Niuatoputapu
;;nkw;Nkutu
;;sok;Sokoro
;;bkz;Bungku
;;kbz;Duhwa
;;mua;Mundang
;;spq;Loreto-Ucayali Spanish
;;nyt;Nyawaygi
;;coj;Cochimi
;;kee;Eastern Keres
;;xat;Katawixi
;;moo;Monom
;;dyo;Jola-Fonyi
;;adx;Amdo Tibetan
;;kpo;Ikposo
;;mah;Marshallese
;;rmt;Domari
;;nlr;Ngarla
;;kzi;Kelabit
;;mrw;Maranao
;;xmb;Mbonga
;;kes;Kugbo
;;vkj;Kujarge
;;cae;Lehar
;;zaa;Sierra de Juárez Zapotec
;;pxm;Quetzaltepec Mixe
;;dtm;Tomo Kan Dogon
;;pnw;Panytyima
;;kyc;Kyaka
;;amp;Alamblak
;;nsn;Nehan
;;aaq;Eastern Abnaki
;;iso;Isoko
;;ets;Yekhee
;;bxz;Binahari
;;gdk;Gadang
;;kze;Kosena
;;yrl;Nhengatu
;;xdm;Edomite
;;tks;Takestani
;;fss;Finland-Swedish Sign Language
;;ymz;Muzi
;;xon;Konkomba
;;nsl;Norwegian Sign Language
;;klg;Tagakaulo
;;xgf;Gabrielino-Fernandeño
;;wbf;Wara
;;rsl;Russian Sign Language
;;tes;Tengger
;;nua;Yuaga
;;fuq;Central-Eastern Niger Fulfulde
;;qxl;Salasaca Highland Quichua
;;csn;Colombian Sign Language
;;swf;Sere
;;mqt;Mok
;;bfq;Badaga
;;sat;Santali
;;kgi;Selangor Sign Language
;;aoz;Uab Meto
;;hoi;Holikachuk
;;kso;Kofa
;;bbv;Karnai
;;bbo;Northern Bobo Madaré
;;smb;Simbari
;;nmo;Moyon Naga
;;mmo;Mangga Buang
;;byw;Belhariya
;;mwa;Mwatebu
;;kon;Kongo
;;zzj;Zuojiang Zhuang
;;klv;Maskelynes
;;gaz;West Central Oromo
;;lya;Layakha
;;tku;Upper Necaxa Totonac
;;kqv;Okolod
;;xkj;Kajali
;;tta;Tutelo
;;tss;Taiwan Sign Language
;;tkg;Tesaka Malagasy
;;btf;Birgit
;;bge;Bauria
;;lrg;Laragia
;;due;Umiray Dumaget Agta
;;aoe;Angal Enen
;;lro;Laro
;;mzh;Wichí Lhamtés Güisnay
;;bgs;Tagabawa
;;lrv;Larevat
;;wbk;Waigali
;;sta;Settla
;;cur;Chhulung
;;kwu;Kwakum
;;sun;Sundanese
;;pta;Pai Tavytera
;;kta;Katua
;;ttj;Tooro
;;tcl;Taman (Myanmar)
;;cop;Coptic
;;mim;Alacatlatzala Mixtec
;;phq;Phana'
;;tyt;Tày Tac
;;mgp;Eastern Magar
;;snx;Sam
;;ski;Sika
;;sdc;Sassarese Sardinian
;;six;Sumau
;;rui;Rufiji
;;sqm;Suma
;;ngw;Ngwaba
;;zmp;Mpuono
;;upi;Umeda
;;nmb;Big Nambas
;;kbk;Grass Koiari
;;mxa;Northwest Oaxaca Mixtec
;;kvd;Kui (Indonesia)
;;afg;Afghan Sign Language
;;tcc;Datooga
;;kwl;Kofyar
;;byb;Bikya
;;wwo;Wetamut
;;kbl;Kanembu
;;wnp;Wanap
;;bwm;Biwat
;;skj;Seke (Nepal)
;;trz;Torá
;;raw;Rawang
;;bfp;Beba
;;fiw;Fiwaga
;;xyl;Yalakalore
;;oti;Oti
;;ybk;Bokha
;;jmr;Kamara
;;sov;Sonsorol
;;nnu;Dwang
;;jgb;Ngbee
;;nps;Nipsan
;;njs;Nisa
;;dgu;Degaru
;;pty;Pathiya
;;lva;Maku'a
;;ykk;Yakaikeke
;;dzg;Dazaga
;;ext;Extremaduran
;;bnf;Masiwang
;;atq;Aralle-Tabulahan
;;rut;Rutul
;;nil;Nila
;;nsz;Nisenan
;;bku;Buhid
;;iwk;I-Wak
;;brs;Baras
;;xog;Soga
;;ywr;Yawuru
;;sob;Sobei
;;tse;Tunisian Sign Language
;;yko;Yasa
;;srr;Serer
;;mxc;Manyika
;;mww;Hmong Daw
;;taa;Lower Tanana
;;mcu;Cameroon Mambila
;;wsu;Wasu
;;kaw;Kawi
;;aot;A'tong
;;jcs;Jamaican Country Sign Language
;;oka;Okanagan
;;pwb;Panawa
;;bwf;Boselewa
;;ufi;Ufim
;;sjw;Shawnee
;;bsa;Abinomn
;;aib;Ainu (China)
;;wog;Wogamusin
;;hrv;Croatian
;;arl;Arabela
;;nki;Thangal Naga
;;gsn;Gusan
;;nuo;Nguôn
;;tig;Tigre
;;mye;Myene
;;dgh;Dghwede
;;yma;Yamphe
;;tra;Tirahi
;;aio;Aiton
;;bze;Jenaama Bozo
;;gzn;Gane
;;vme;East Masela
;;bdp;Bende
;;ktj;Plapo Krumen
;;juk;Wapan
;;hmn;Hmong
;;sqr;Siculo Arabic
;;pqm;Malecite-Passamaquoddy
;;gyg;Gbayi
;;mcp;Makaa
;;bec;Iceve-Maci
;;sen;Nanerigé Sénoufo
;;llk;Lelak
;;ctt;Wayanad Chetti
;;agg;Angor
;;smw;Sumbawa
;;gek;Yiwom
;;goc;Gorakor
;;byc;Ubaghara
;;krd;Kairui-Midiki
;;dim;Dime
;;sdt;Shuadit
;;bjm;Bajelani
;;pkt;Maleng
;;gnn;Gumatj
;;lox;Loun
;;dmm;Dama
;;csz;Coos
;;lnh;Lanoh
;;mjc;San Juan Colorado Mixtec
;;byi;Buyu
;;kel;Kela (Democratic Republic of Congo)
;;nch;Central Huasteca Nahuatl
;;mgc;Morokodo
;;rah;Rabha
;;mzz;Maiadomu
;;mcg;Mapoyo
;;hak;Hakka Chinese
;;cna;Changthang
;;kho;Khotanese
;;bfz;Mahasu Pahari
;;zas;Santo Domingo Albarradas Zapotec
;;mbl;Maxakalí
;;wed;Wedau
;;ogb;Ogbia
;;sxm;Samre
;;lla;Lala-Roba
;;fas;Persian
;;cya;Nopala Chatino
;;nts;Natagaimas
;;kdh;Tem
;;kbs;Kande
;;tva;Vaghua
;;kwi;Awa-Cuaiquer
;;alk;Alak
;;lmw;Lake Miwok
;;ver;Mom Jango
;;bkg;Buraka
;;kwc;Likwala
;;yaj;Banda-Yangere
;;pww;Pwo Northern Karen
;;den;Slave (Athapascan)
;;ehu;Ehueun
;;ass;Ipulo
;;dol;Doso
;;bmu;Somba-Siawari
;;mdh;Maguindanaon
;;piu;Pintupi-Luritja
;;yet;Yetfa
;;kqn;Kaonde
;;puo;Puoc
;;gol;Gola
;;suw;Sumbwa
;;tqp;Tomoip
;;nsu;Sierra Negra Nahuatl
;;wji;Warji
;;prc;Parachi
;;yor;Yoruba
;;nmh;Monsang Naga
;;mnf;Mundani
;;kgd;Kataang
;;wrl;Warlmanpa
;;quw;Tena Lowland Quichua
;;kgw;Karon Dori
;;mmf;Mundat
;;niu;Niuean
;;niq;Nandi
;;cld;Chaldean Neo-Aramaic
;;len;Lenca
;;jrr;Jiru
;;scb;Chut
;;chu;Church Slavic
;;kxi;Keningau Murut
;;mbq;Maisin
;;bjr;Binumarien
;;xia;Xiandao
;;iby;Ibani
;;mhm;Makhuwa-Moniga
;;cbk;Chavacano
;;zkv;Krevinian
;;suq;Suri
;;pak;Parakanã
;;okv;Orokaiva
;;kyt;Kayagar
;;ubi;Ubi
;;bmb;Bembe
;;puq;Puquina
;;gcn;Gaina
;;kkv;Kangean
;;dub;Dubli
;;yos;Yos
;;pcn;Piti
;;olr;Olrat
;;nap;Neapolitan
;;mgw;Matumbi
;;vig;Viemo
;;luj;Luna
;;sce;Dongxiang
;;put;Putoh
;;lme;Pévé
;;kic;Kickapoo
;;tgx;Tagish
;;shp;Shipibo-Conibo
;;ctd;Tedim Chin
;;pdt;Plautdietsch
;;qyp;Quiripi
;;gnm;Ginuman
;;mbr;Nukak Makú
;;aed;Argentine Sign Language
;;won;Wongo
;;chc;Catawba
;;bam;Bambara
;;hap;Hupla
;;ilg;Garig-Ilgar
;;rkt;Rangpuri
;;sxg;Shixing
;;onp;Sartang
;;fuj;Ko
;;urm;Urapmin
;;skt;Sakata
;;ivv;Ivatan
;;gri;Ghari
;;gag;Gagauz
;;ghh;Northern Ghale
;;lsp;Panamanian Sign Language
;;yik;Dongshanba Lalo
;;gnr;Gureng Gureng
;;kjq;Western Keres
;;bpo;Anasi
;;gvl;Gulay
;;dzo;Dzongkha
;;bxs;Busam
;;ppo;Folopa
;;kah;Kara (Central African Republic)
;;amf;Hamer-Banna
;;khv;Khvarshi
;;kqc;Doromu-Koki
;;ldn;Láadan
;;lsg;Lyons Sign Language
;;psg;Penang Sign Language
;;crk;Plains Cree
;;atz;Arta
;;les;Lese
;;ypp;Phupa
;;sek;Sekani
;;sco;Scots
;;lks;Kisa
;;wrv;Waruna
;;nao;Naaba
;;pid;Piaroa
;;lsi;Lashi
;;yne;Lang'e
;;juh;Hõne
;;muk;Mugom
;;itl;Itelmen
;;mzv;Manza
;;pko;Pökoot
;;cux;Tepeuxila Cuicatec
;;ppk;Uma
;;nbi;Mao Naga
;;chm;Mari (Russia)
;;roe;Ronji
;;lmd;Lumun
;;unz;Unde Kaili
;;tnh;Maiani
;;cjm;Eastern Cham
;;nbd;Ngbinda
;;www;Wawa
;;trw;Torwali
;;sia;Akkala Sami
;;pie;Piro
;;bqn;Bulgarian Sign Language
;;doe;Doe
;;nia;Nias
;;yka;Yakan
;;afu;Awutu
;;kkg;Mabaka Valley Kalinga
;;nzm;Zeme Naga
;;gay;Gayo
;;tbt;Tembo (Kitembo)
;;yiv;Northern Nisu
;;mhn;Mócheno
;;xvo;Volscian
;;cao;Chácobo
;;tlk;Taloki
;;ldg;Lenyima
;;erw;Erokwanas
;;djj;Djeebbana
;;sbn;Sindhi Bhil
;;yaf;Yaka (Democratic Republic of Congo)
;;sbr;Sembakung Murut
;;csc;Catalan Sign Language
;;sfb;Langue des signes de Belgique Francophone
;;sdz;Sallands
;;kph;Kplang
;;bhf;Odiai
;;mgx;Omati
;;ruf;Luguru
;;bua;Buriat
;;gwf;Gowro
;;tvo;Tidore
;;hay;Haya
;;xkt;Kantosi
;;kly;Kalao
;;ztq;Quioquitani-Quierí Zapotec
;;slq;Salchuq
;;kbg;Khamba
;;yur;Yurok
;;awo;Awak
;;idu;Idoma
;;mkz;Makasae
;;gsm;Guatemalan Sign Language
;;mmr;Western Xiangxi Miao
;;bpi;Bagupi
;;aup;Makayam
;;abs;Ambonese Malay
;;xpe;Liberia Kpelle
;;orc;Orma
;;tol;Tolowa
;;itx;Itik
;;mrt;Marghi Central
;;lof;Logol
;;weo;North Wemale
;;kij;Kilivila
;;tri;Trió
;;bcv;Shoo-Minda-Nye
;;txt;Citak
;;mzo;Matipuhy
;;kiq;Kosadle
;;tma;Tama (Chad)
;;jns;Jaunsari
;;sed;Sedang
;;lmn;Lambadi
;;ikx;Ik
;;yul;Yulu
;;twn;Twendi
;;ggn;Eastern Gurung
;;gbp;Gbaya-Bossangoa
;;lkh;Lakha
;;aal;Afade
;;zte;Elotepec Zapotec
;;ayl;Libyan Arabic
;;ahr;Ahirani
;;kse;Kuni
;;clk;Idu-Mishmi
;;iws;Sepik Iwam
;;ikk;Ika
;;bsp;Baga Sitemu
;;pin;Piame
;;mlz;Malaynon
;;fad;Wagi
;;cca;Cauca
;;xai;Kaimbé
;;grt;Garo
;;sst;Sinasina
;;aew;Ambakich
;;srs;Sarsi
;;buh;Younuo Bunu
;;mrm;Merlav
;;hup;Hupa
;;gap;Gal
;;lni;Daantanai'
;;anb;Andoa
;;hih;Pamosu
;;kzo;Kaningi
;;lan;Laru
;;kpf;Komba
;;mdq;Mbole
;;sha;Shall-Zwall
;;pry;Pray 3
;;oso;Ososo
;;kft;Kanjari
;;ing;Degexit'an
;;raz;Rahambuu
;;ppa;Pao
;;mvk;Mekmek
;;bdx;Budong-Budong
;;bow;Rema
;;mfx;Melo
;;bcl;Central Bicolano
;;jod;Wojenaka
;;zmq;Mituku
;;dna;Upper Grand Valley Dani
;;bfk;Ban Khor Sign Language
;;cns;Central Asmat
;;kuf;Western Katu
;;dib;South Central Dinka
;;ttl;Totela
;;hbo;Ancient Hebrew
;;csg;Chilean Sign Language
;;bqw;Buru (Nigeria)
;;alz;Alur
;;bvr;Burarra
;;lib;Likum
;;cih;Chinali
;;zkz;Khazar
;;ttw;Long Wat
;;trb;Terebu
;;ccj;Kasanga
;;wka;Kw'adza
;;lii;Lingkhim
;;tlg;Tofanma
;;bml;Bomboli
;;zoq;Tabasco Zoque
;;dil;Dilling
;;tce;Southern Tutchone
;;nxg;Ngad'a
;;ani;Andi
;;atd;Ata Manobo
;;yat;Yambeta
;;atv;Northern Altai
;;tah;Tahitian
;;rgn;Romagnol
;;cmm;Michigamea
;;bum;Bulu (Cameroon)
;;bkt;Boloki
;;krx;Karon
;;ido;Ido
;;obo;Obo Manobo
;;pom;Southeastern Pomo
;;bjz;Baruga
;;njl;Njalgulgule
;;zmb;Zimba
;;cpi;Chinese Pidgin English
;;mhb;Mahongwe
;;nos;Eastern Nisu
;;kto;Kuot
;;mkw;Kituba (Congo)
;;tyl;Thu Lao
;;tpq;Tukpa
;;otw;Ottawa
;;dnu;Danau
;;kjj;Khinalugh
;;uks;Urubú-Kaapor Sign Language
;;prr;Puri
;;cta;Tataltepec Chatino
;;gjk;Kachi Koli
;;jao;Yanyuwa
;;yax;Yauma
;;kjy;Erave
;;okl;Old Kentish Sign Language
;;awt;Araweté
;;acu;Achuar-Shiwiar
;;khl;Lusi
;;tbj;Tiang
;;ojp;Old Japanese
;;nxd;Ngando (Democratic Republic of Congo)
;;szp;Suabo
;;oum;Ouma
;;rap;Rapanui
;;bzx;Kɛlɛngaxo Bozo
;;fro;Old French (842-ca. 1400)
;;pep;Kunja
;;zkh;Khorezmian
;;mwt;Moken
;;aem;Arem
;;azm;Ipalapa Amuzgo
;;nux;Mehek
;;kqp;Kimré
;;axx;Xaragure
;;zrn;Zerenkel
;;sav;Saafi-Saafi
;;mgn;Mbangi
;;toe;Tomedes
;;tcw;Tecpatlán Totonac
;;mju;Manna-Dora
;;mpx;Misima-Paneati
;;led;Lendu
;;mkf;Miya
;;yak;Yakama
;;sib;Sebop
;;bhw;Biak
;;beu;Blagar
;;vun;Vunjo
;;krm;Krim
;;uam;Uamué
;;bix;Bijori
;;ado;Abu
;;gob;Playero
;;jun;Juang
;;ylg;Yelogu
;;bfd;Bafut
;;zav;Yatzachi Zapotec
;;cfd;Cara
;;kby;Manga Kanuri
;;msw;Mansoanka
;;nci;Classical Nahuatl
;;ecr;Eteocretan
;;akq;Ak
;;jah;Jah Hut
;;juy;Juray
;;sli;Lower Silesian
;;tlu;Tulehu
;;kgq;Kamoro
;;yuy;East Yugur
;;pnz;Pana (Central African Republic)
;;kxx;Likuba
;;wik;Wikalkan
;;gox;Gobu
;;eky;Eastern Kayah
;;jaf;Jara
;;svx;Skalvian
;;kfq;Korku
;;udi;Udi
;;nld;Dutch
;;mlc;Cao Lan
;;uun;Kulon-Pazeh
;;tml;Tamnim Citak
;;mcb;Machiguenga
;;toc;Coyutla Totonac
;;pgn;Paelignian
;;dam;Damakawa
;;kuj;Kuria
;;xmf;Mingrelian
;;ptp;Patep
;;kpm;Koho
;;prn;Prasuni
;;ayz;Mai Brat
;;tga;Sagalla
;;xbb;Lower Burdekin
;;suc;Western Subanon
;;amz;Atampaya
;;gva;Guana (Paraguay)
;;sre;Sara
;;nqn;Nen
;;kjc;Coastal Konjo
;;pej;Northern Pomo
;;mrh;Mara Chin
;;pnn;Pinai-Hagahai
;;cof;Colorado
;;wud;Wudu
;;ndv;Ndut
;;czh;Huizhou Chinese
;;tuf;Central Tunebo
;;bot;Bongo
;;vap;Vaiphei
;;uzs;Southern Uzbek
;;mvw;Machinga
;;adb;Adabe
;;wli;Waioli
;;hui;Huli
;;ybj;Hasha
;;sah;Yakut
;;psu;Sauraseni Prākrit
;;pld;Polari
;;tbk;Calamian Tagbanwa
;;jor;Jorá
;;xlc;Lycian
;;etr;Edolo
;;zmk;Mandandanyi
;;lem;Nomaande
;;kap;Bezhta
;;omp;Old Manipuri
;;abl;Lampung Nyo
;;chv;Chuvash
;;bpt;Barrow Point
;;zbl;Blissymbols
;;mpj;Martu Wangka
;;irr;Ir
;;mer;Meru
;;sds;Sened
;;kou;Koke
;;vil;Vilela
;;lou;Louisiana Creole French
;;kra;Kumhali
;;rop;Kriol
;;sdh;Southern Kurdish
;;hab;Hanoi Sign Language
;;kvj;Psikye
;;sfm;Small Flowery Miao
;;mrz;Marind
;;jub;Wannu
;;kmr;Northern Kurdish
;;mxt;Jamiltepec Mixtec
;;rro;Waima
;;daj;Dar Fur Daju
;;aza;Azha
;;zpy;Mazaltepec Zapotec
;;ble;Balanta-Kentohe
;;kyp;Kang
;;nmr;Nimbari
;;tpz;Tinputz
;;pcd;Picard
;;mqw;Murupi
;;bln;Southern Catanduanes Bicolano
;;kqk;Kotafon Gbe
;;lon;Malawi Lomwe
;;tit;Tinigua
;;kdw;Koneraw
;;xav;Xavánte
;;the;Chitwania Tharu
;;qxu;Arequipa-La Unión Quechua
;;auy;Awiyaana
;;smp;Samaritan
;;gbk;Gaddi
;;cgc;Kagayanen
;;bzl;Boano (Sulawesi)
;;drd;Darmiya
;;zyb;Yongbei Zhuang
;;xur;Urartian
;;tnm;Tabla
;;shy;Tachawit
;;qul;North Bolivian Quechua
;;ess;Central Siberian Yupik
;;bmc;Biem
;;xmo;Morerebi
;;ngb;Northern Ngbandi
;;aac;Ari
;;abd;Manide
;;bwt;Bafaw-Balong
;;gur;Farefare
;;xsr;Sherpa
;;muy;Muyang
;;sgx;Sierra Leone Sign Language
;;goy;Goundo
;;mar;Marathi
;;buo;Terei
;;klc;Kolbila
;;syi;Seki
;;saa;Saba
;;noz;Nayi
;;pnq;Pana (Burkina Faso)
;;nay;Narrinyeri
;;bik;Bikol
;;gui;Eastern Bolivian Guaraní
;;dbg;Dogul Dom Dogon
;;bce;Bamenyam
;;isk;Ishkashimi
;;ijj;Ede Ije
;;kga;Koyaga
;;luc;Aringa
;;ost;Osatu
;;arw;Arawak
;;ixc;Ixcatec
;;bbn;Uneapa
;;khe;Korowai
;;api;Apiaká
;;upv;Uripiv-Wala-Rano-Atchin
;;pck;Paite Chin
;;ppr;Piru
;;nwa;Nawathinehena
;;mgu;Mailu
;;slx;Salampasu
;;azt;Faire Atta
;;ite;Itene
;;njh;Lotha Naga
;;ngi;Ngizim
;;asq;Austrian Sign Language
;;nmu;Northeast Maidu
;;kyl;Kalapuya
;;frd;Fordata
;;asd;Asas
;;sbx;Seberuang
;;kda;Worimi
;;knc;Central Kanuri
;;ncn;Nauna
;;wlk;Wailaki
;;onw;Old Nubian
;;aln;Gheg Albanian
;;tnw;Tonsawang
;;rmu;Tavringer Romani
;;ree;Rejang Kayan
;;ldm;Landoma
;;gdi;Gundi
;;ack;Aka-Kora
;;ska;Skagit
;;mqu;Mandari
;;bpl;Broome Pearling Lugger Pidgin
;;ldp;Tso
;;mvh;Mire
;;wym;Wymysorys
;;caz;Canichana
;;tdh;Thulung
;;mnt;Maykulan
;;xtu;Cuyamecalco Mixtec
;;lsa;Lasgerdi
;;syc;Classical Syriac
;;ges;Geser-Gorom
;;hye;Armenian
;;zmj;Maridjabin
;;skb;Saek
;;ker;Kera
;;nsm;Sumi Naga
;;jek;Jeri Kuo
;;ren;Rengao
;;usi;Usui
;;pll;Shwe Palaung
;;hni;Hani
;;ntr;Delo
;;bxl;Jalkunan
;;lzz;Laz
;;swe;Swedish
;;mrv;Mangareva
;;zpx;San Baltazar Loxicha Zapotec
;;mxi;Mozarabic
;;afp;Tapei
;;bou;Bondei
;;rgu;Ringgou
;;arv;Arbore
;;dok;Dondo
;;nor;Norwegian
;;ssf;Thao
;;nku;Bouna Kulango
;;mfk;North Mofu
;;mjk;Matukar
;;hhr;Kerak
;;swg;Swabian
;;guc;Wayuu
;;mji;Kim Mun
;;nii;Nii
;;ayn;Sanaani Arabic
;;krs;Gbaya (Sudan)
;;por;Portuguese
;;mdj;Mangbetu
